Username,Login_Date,Login_Time,IP_Address,Country,City,Latitude,Longitude,Device,Login_Success,Failed_Attempts,Suspicious
harry,2025-07-12,15:19,85.97.128.240,USA,San Francisco,37.7749,-122.4194,Laptop,1,1,0
bob,2025-02-22,16:49,235.93.34.143,UK,London,51.5074,-0.1278,Desktop,1,1,0
isabella,2025-01-20,14:53,90.146.210.117,China,Beijing,39.9042,116.4074,Desktop,1,0,0
david,2025-01-26,18:01,19.198.178.1,Russia,Moscow,55.7558,37.6173,Mobile,1,1,0
david,2025-06-16,13:50,3.37.254.104,UK,London,51.5074,-0.1278,Desktop,1,1,0
sophia,2025-09-30,14:13,206.128.94.37,UK,London,51.5074,-0.1278,Desktop,1,0,0
harry,2025-09-07,16:31,229.254.97.139,China,Beijing,39.9042,116.4074,Laptop,1,1,0
isabella,2025-09-13,00:07,155.200.42.124,China,Beijing,39.9042,116.4074,Unknown,0,4,1
sophia,2025-03-09,00:46,173.247.70.163,USA,San Francisco,37.7749,-122.4194,Unknown,1,5,1
alice,2025-03-14,10:38,85.166.151.249,India,Bangalore,12.9716,77.5946,Desktop,1,1,0
oliver,2025-01-25,08:54,213.127.235.57,USA,San Francisco,37.7749,-122.4194,Laptop,1,0,0
harry,2025-04-22,08:06,101.210.194.76,China,Beijing,39.9042,116.4074,Mobile,1,0,0
charlie,2025-01-22,10:02,11.244.17.216,India,Bangalore,12.9716,77.5946,Laptop,1,1,0
emma,2025-03-14,18:47,164.79.52.127,UK,London,51.5074,-0.1278,Laptop,1,1,0
harry,2025-10-08,16:52,253.147.185.200,India,Mumbai,19.076,72.8777,Mobile,1,0,0
sophia,2025-06-27,18:26,12.169.68.191,Russia,Moscow,55.7558,37.6173,Mobile,1,0,0
bob,2025-10-30,14:34,208.79.62.78,Russia,Moscow,55.7558,37.6173,Mobile,1,0,0
john,2025-07-24,04:10,5.37.181.253,USA,San Francisco,37.7749,-122.4194,Unknown,0,6,1
emma,2025-08-13,22:06,4.250.3.81,UK,London,51.5074,-0.1278,Laptop,1,0,0
sophia,2025-04-20,18:16,34.211.88.171,India,Mumbai,19.076,72.8777,Laptop,1,1,0
oliver,2025-07-02,08:36,229.81.214.204,UK,London,51.5074,-0.1278,Desktop,1,0,0
isabella,2025-10-22,22:31,68.127.57.38,India,Bangalore,12.9716,77.5946,Laptop,1,0,0
bob,2025-11-28,17:51,179.106.98.100,USA,New York,40.7128,-74.006,Mobile,1,0,0
oliver,2025-01-02,10:09,45.97.245.6,UK,London,51.5074,-0.1278,Desktop,1,0,0
oliver,2025-08-01,11:01,195.39.96.65,India,Bangalore,12.9716,77.5946,Laptop,1,1,0
sophia,2025-05-17,09:26,61.139.73.46,India,Bangalore,12.9716,77.5946,Mobile,1,0,0
harry,2025-10-18,10:21,60.105.167.212,India,Mumbai,19.076,72.8777,Laptop,1,1,0
isabella,2025-09-15,11:49,165.157.154.57,India,Bangalore,12.9716,77.5946,Mobile,1,0,0
oliver,2025-08-19,04:41,210.3.8.189,USA,San Francisco,37.7749,-122.4194,Unknown,1,6,1
emma,2025-11-16,11:32,120.4.159.183,USA,San Francisco,37.7749,-122.4194,Desktop,1,1,0
charlie,2025-04-04,10:23,18.165.54.50,Russia,Moscow,55.7558,37.6173,Desktop,1,0,0
bob,2025-08-26,11:42,130.236.100.5,Russia,Moscow,55.7558,37.6173,Desktop,1,1,0
oliver,2025-04-10,03:39,10.38.6.226,China,Beijing,39.9042,116.4074,Unknown,0,6,1
david,2025-12-12,02:34,124.141.218.118,USA,New York,40.7128,-74.006,Unknown,1,6,1
sophia,2025-08-24,10:13,216.37.118.187,USA,San Francisco,37.7749,-122.4194,Laptop,1,1,0
john,2025-09-06,08:42,224.167.186.248,India,Mumbai,19.076,72.8777,Mobile,1,0,0
john,2025-08-05,15:16,94.76.246.130,USA,New York,40.7128,-74.006,Desktop,1,0,0
sophia,2025-07-21,13:56,215.246.112.254,India,Bangalore,12.9716,77.5946,Mobile,1,1,0
charlie,2025-01-13,15:19,167.43.233.125,USA,New York,40.7128,-74.006,Laptop,1,1,0
bob,2025-08-08,08:06,110.27.249.117,China,Beijing,39.9042,116.4074,Desktop,1,0,0
bob,2025-01-09,22:10,104.229.189.190,India,Bangalore,12.9716,77.5946,Laptop,1,0,0
isabella,2025-08-16,20:39,205.104.97.158,India,Bangalore,12.9716,77.5946,Desktop,1,1,0
charlie,2025-07-10,00:03,101.64.129.211,India,Bangalore,12.9716,77.5946,Unknown,0,6,1
emma,2025-02-25,12:14,151.231.149.74,USA,New York,40.7128,-74.006,Laptop,1,0,0
bob,2025-10-28,19:46,237.147.213.172,India,Bangalore,12.9716,77.5946,Desktop,1,0,0
harry,2025-01-03,08:13,167.7.137.94,India,Mumbai,19.076,72.8777,Mobile,1,0,0
john,2025-12-10,15:07,53.89.226.204,USA,San Francisco,37.7749,-122.4194,Mobile,1,0,0
oliver,2025-02-08,10:55,108.120.168.65,China,Beijing,39.9042,116.4074,Mobile,1,1,0
sophia,2025-10-11,20:57,80.217.58.176,USA,New York,40.7128,-74.006,Mobile,1,1,0
isabella,2025-09-05,10:59,131.117.37.97,India,Bangalore,12.9716,77.5946,Mobile,1,1,0
alice,2025-12-16,17:45,59.164.126.253,UK,London,51.5074,-0.1278,Mobile,1,0,0
sophia,2025-10-21,13:37,126.206.200.7,China,Beijing,39.9042,116.4074,Desktop,1,1,0
bob,2025-06-16,08:41,216.248.65.236,India,Mumbai,19.076,72.8777,Desktop,1,1,0
oliver,2025-11-24,00:05,19.186.23.25,USA,San Francisco,37.7749,-122.4194,Unknown,1,5,1
isabella,2025-03-04,08:21,17.71.116.197,India,Bangalore,12.9716,77.5946,Mobile,1,0,0
john,2025-08-14,04:34,196.49.54.223,China,Beijing,39.9042,116.4074,Unknown,1,6,1
oliver,2025-03-27,16:28,145.139.56.234,UK,London,51.5074,-0.1278,Desktop,1,0,0
alice,2025-05-26,00:23,155.25.190.95,China,Beijing,39.9042,116.4074,Unknown,1,6,1
isabella,2025-06-05,15:32,118.131.122.119,India,Mumbai,19.076,72.8777,Desktop,1,1,0
emma,2025-01-07,04:52,156.22.137.98,Russia,Moscow,55.7558,37.6173,Unknown,0,6,1
john,2025-01-18,21:33,108.196.96.205,India,Mumbai,19.076,72.8777,Laptop,1,1,0
harry,2025-06-16,01:29,63.38.50.147,China,Beijing,39.9042,116.4074,Unknown,1,5,1
john,2025-05-17,20:15,47.146.39.60,UK,London,51.5074,-0.1278,Mobile,1,1,0
alice,2025-05-23,16:20,131.70.80.252,USA,New York,40.7128,-74.006,Mobile,1,0,0
john,2025-02-07,14:19,44.5.193.72,USA,New York,40.7128,-74.006,Laptop,1,1,0
alice,2025-08-29,16:06,225.80.19.228,Russia,Moscow,55.7558,37.6173,Laptop,1,0,0
harry,2025-10-22,15:53,143.204.112.182,UK,London,51.5074,-0.1278,Laptop,1,1,0
emma,2025-02-22,14:04,237.93.48.142,India,Mumbai,19.076,72.8777,Mobile,1,0,0
alice,2025-07-29,15:50,91.89.196.133,China,Beijing,39.9042,116.4074,Mobile,1,0,0
emma,2025-11-19,16:18,163.34.198.203,USA,New York,40.7128,-74.006,Desktop,1,0,0
emma,2025-10-31,16:14,171.35.139.191,USA,New York,40.7128,-74.006,Desktop,1,1,0
david,2025-07-07,15:56,170.230.67.63,USA,New York,40.7128,-74.006,Laptop,1,0,0
bob,2025-05-07,19:29,221.74.154.54,India,Mumbai,19.076,72.8777,Laptop,1,0,0
oliver,2025-08-26,11:54,154.175.69.23,India,Bangalore,12.9716,77.5946,Mobile,1,0,0
david,2025-05-01,18:38,47.2.17.60,India,Mumbai,19.076,72.8777,Mobile,1,0,0
emma,2025-05-03,00:43,103.38.241.253,China,Beijing,39.9042,116.4074,Unknown,1,5,1
harry,2025-07-15,15:36,123.24.4.72,India,Bangalore,12.9716,77.5946,Desktop,1,0,0
bob,2025-04-10,12:36,212.205.217.111,USA,San Francisco,37.7749,-122.4194,Laptop,1,1,0
emma,2025-02-21,11:33,6.210.238.151,UK,London,51.5074,-0.1278,Desktop,1,1,0
oliver,2025-08-09,09:27,117.104.89.10,India,Mumbai,19.076,72.8777,Mobile,1,1,0
bob,2025-12-17,00:01,114.104.6.127,UK,London,51.5074,-0.1278,Unknown,0,5,1
john,2025-12-23,08:10,70.132.2.103,China,Beijing,39.9042,116.4074,Mobile,1,0,0
alice,2025-08-05,13:53,192.65.152.175,China,Beijing,39.9042,116.4074,Mobile,1,0,0
alice,2025-03-17,20:16,58.150.13.235,Russia,Moscow,55.7558,37.6173,Desktop,1,1,0
sophia,2025-05-11,16:47,169.172.105.252,China,Beijing,39.9042,116.4074,Laptop,1,0,0
alice,2025-03-27,03:41,141.79.188.124,India,Bangalore,12.9716,77.5946,Unknown,0,5,1
oliver,2025-10-29,22:01,187.171.239.224,UK,London,51.5074,-0.1278,Laptop,1,1,0
sophia,2025-11-07,02:05,241.167.167.174,USA,New York,40.7128,-74.006,Unknown,1,4,1
oliver,2025-04-21,08:31,215.191.18.241,Russia,Moscow,55.7558,37.6173,Laptop,1,1,0
john,2025-02-10,21:07,148.242.146.227,Russia,Moscow,55.7558,37.6173,Laptop,1,1,0
david,2025-09-23,17:34,68.56.140.90,India,Bangalore,12.9716,77.5946,Desktop,1,0,0
oliver,2025-01-31,03:10,197.255.126.122,Russia,Moscow,55.7558,37.6173,Unknown,1,4,1
sophia,2025-02-06,21:44,37.58.127.113,USA,New York,40.7128,-74.006,Desktop,1,0,0
sophia,2025-08-20,08:51,205.113.104.166,China,Beijing,39.9042,116.4074,Desktop,1,1,0
sophia,2025-08-09,08:32,238.32.224.48,India,Bangalore,12.9716,77.5946,Laptop,1,1,0
charlie,2025-07-24,01:23,7.230.148.51,China,Beijing,39.9042,116.4074,Unknown,0,5,1
isabella,2025-12-06,21:33,4.165.135.53,USA,San Francisco,37.7749,-122.4194,Laptop,1,0,0
david,2025-08-30,22:39,214.79.96.28,Russia,Moscow,55.7558,37.6173,Mobile,1,1,0
david,2025-01-09,21:55,143.119.151.247,UK,London,51.5074,-0.1278,Mobile,1,1,0
oliver,2025-08-20,12:54,17.61.88.182,UK,London,51.5074,-0.1278,Desktop,1,0,0
charlie,2025-07-19,00:45,149.39.58.218,USA,San Francisco,37.7749,-122.4194,Unknown,0,6,1
david,2025-10-04,22:18,150.96.227.201,UK,London,51.5074,-0.1278,Desktop,1,0,0
emma,2025-02-11,01:20,25.93.233.161,USA,New York,40.7128,-74.006,Unknown,1,5,1
alice,2025-06-20,03:12,243.71.180.61,India,Mumbai,19.076,72.8777,Unknown,1,4,1
isabella,2025-11-17,10:36,76.155.196.89,India,Bangalore,12.9716,77.5946,Laptop,1,1,0
david,2025-06-29,13:33,21.120.182.204,China,Beijing,39.9042,116.4074,Laptop,1,0,0
john,2025-04-26,17:00,158.38.229.28,China,Beijing,39.9042,116.4074,Laptop,1,0,0
harry,2025-01-05,03:59,179.228.10.91,India,Bangalore,12.9716,77.5946,Unknown,1,5,1
charlie,2025-04-12,02:30,245.254.93.249,China,Beijing,39.9042,116.4074,Unknown,1,3,1
harry,2025-05-17,20:13,108.8.66.231,USA,San Francisco,37.7749,-122.4194,Desktop,1,0,0
alice,2025-08-13,09:41,65.57.30.165,USA,New York,40.7128,-74.006,Laptop,1,1,0
harry,2025-04-13,19:24,67.230.215.169,Russia,Moscow,55.7558,37.6173,Mobile,1,0,0
sophia,2025-01-14,01:42,200.68.160.253,USA,San Francisco,37.7749,-122.4194,Unknown,1,5,1
harry,2025-01-25,08:36,156.34.183.155,UK,London,51.5074,-0.1278,Desktop,1,1,0
bob,2025-10-30,22:28,152.249.241.190,USA,New York,40.7128,-74.006,Laptop,1,1,0
david,2025-05-24,08:34,245.80.79.56,Russia,Moscow,55.7558,37.6173,Laptop,1,1,0
john,2025-01-31,00:42,254.129.86.121,USA,San Francisco,37.7749,-122.4194,Unknown,1,4,1
sophia,2025-09-01,22:48,170.91.32.244,USA,New York,40.7128,-74.006,Desktop,1,0,0
isabella,2025-10-31,14:18,208.34.61.136,China,Beijing,39.9042,116.4074,Desktop,1,0,0
sophia,2025-11-30,20:19,20.211.85.184,Russia,Moscow,55.7558,37.6173,Laptop,1,1,0
oliver,2025-03-27,03:48,144.18.56.215,USA,New York,40.7128,-74.006,Unknown,1,3,1
emma,2025-05-23,18:57,133.158.162.236,Russia,Moscow,55.7558,37.6173,Laptop,1,0,0
oliver,2025-03-09,12:07,185.115.149.165,China,Beijing,39.9042,116.4074,Desktop,1,1,0
david,2025-02-28,20:43,207.39.201.120,India,Mumbai,19.076,72.8777,Mobile,1,0,0
harry,2025-11-17,09:19,53.145.98.198,USA,San Francisco,37.7749,-122.4194,Desktop,1,0,0
alice,2025-11-20,21:33,206.13.95.170,India,Mumbai,19.076,72.8777,Laptop,1,1,0
charlie,2025-03-30,08:21,167.35.166.249,Russia,Moscow,55.7558,37.6173,Laptop,1,1,0
david,2025-12-28,14:40,146.179.194.220,Russia,Moscow,55.7558,37.6173,Laptop,1,1,0
sophia,2025-06-24,21:40,108.58.220.233,Russia,Moscow,55.7558,37.6173,Laptop,1,1,0
sophia,2025-07-06,16:36,122.130.94.52,China,Beijing,39.9042,116.4074,Laptop,1,0,0
isabella,2025-01-08,22:48,193.27.86.225,Russia,Moscow,55.7558,37.6173,Mobile,1,0,0
sophia,2025-10-26,20:52,9.91.122.130,Russia,Moscow,55.7558,37.6173,Mobile,1,1,0
david,2025-06-07,12:35,16.176.174.165,USA,New York,40.7128,-74.006,Desktop,1,1,0
charlie,2025-05-15,15:34,9.135.250.76,India,Mumbai,19.076,72.8777,Laptop,1,1,0
alice,2025-11-21,13:26,51.38.68.8,UK,London,51.5074,-0.1278,Mobile,1,1,0
john,2025-12-31,09:22,125.2.85.242,USA,New York,40.7128,-74.006,Laptop,1,1,0
sophia,2025-01-14,11:25,2.69.177.249,UK,London,51.5074,-0.1278,Mobile,1,1,0
david,2025-07-18,17:26,195.123.30.157,India,Mumbai,19.076,72.8777,Desktop,1,0,0
emma,2025-01-05,21:21,168.232.217.107,India,Mumbai,19.076,72.8777,Mobile,1,0,0
bob,2025-03-14,16:38,121.164.157.44,India,Bangalore,12.9716,77.5946,Laptop,1,1,0
david,2025-07-09,04:20,5.72.10.59,USA,New York,40.7128,-74.006,Unknown,1,3,1
sophia,2025-11-21,10:48,107.19.198.201,USA,New York,40.7128,-74.006,Desktop,1,1,0
isabella,2025-01-27,17:48,39.6.210.180,UK,London,51.5074,-0.1278,Laptop,1,0,0
isabella,2025-05-19,02:44,75.69.139.60,India,Bangalore,12.9716,77.5946,Unknown,0,5,1
oliver,2025-05-21,16:36,183.241.147.139,India,Mumbai,19.076,72.8777,Mobile,1,0,0
charlie,2025-04-18,16:51,84.218.231.35,UK,London,51.5074,-0.1278,Desktop,1,0,0
bob,2025-03-15,22:44,169.9.192.148,Russia,Moscow,55.7558,37.6173,Laptop,1,0,0
charlie,2025-08-26,04:23,181.214.107.160,China,Beijing,39.9042,116.4074,Unknown,1,5,1
bob,2025-02-02,21:57,159.95.77.163,India,Bangalore,12.9716,77.5946,Mobile,1,0,0
isabella,2025-03-07,02:38,222.154.163.94,India,Bangalore,12.9716,77.5946,Unknown,1,6,1
harry,2025-06-02,02:03,95.170.68.20,China,Beijing,39.9042,116.4074,Unknown,0,5,1
emma,2025-08-10,08:55,143.124.53.208,Russia,Moscow,55.7558,37.6173,Laptop,1,1,0
harry,2025-04-25,18:04,134.92.217.50,USA,San Francisco,37.7749,-122.4194,Laptop,1,1,0
bob,2025-07-28,08:31,231.230.231.166,India,Mumbai,19.076,72.8777,Mobile,1,1,0
bob,2025-11-27,03:51,46.151.190.230,UK,London,51.5074,-0.1278,Unknown,1,3,1
harry,2025-02-13,15:08,193.16.87.62,USA,New York,40.7128,-74.006,Desktop,1,1,0
david,2025-08-31,14:33,133.27.203.12,Russia,Moscow,55.7558,37.6173,Desktop,1,0,0
sophia,2025-04-08,02:21,97.29.253.233,Russia,Moscow,55.7558,37.6173,Unknown,1,4,1
emma,2025-11-26,15:42,227.100.32.80,China,Beijing,39.9042,116.4074,Desktop,1,0,0
emma,2025-01-15,11:29,203.41.124.111,UK,London,51.5074,-0.1278,Laptop,1,1,0
emma,2025-01-18,11:27,118.222.24.147,UK,London,51.5074,-0.1278,Laptop,1,1,0
emma,2025-01-15,15:53,113.192.130.196,UK,London,51.5074,-0.1278,Laptop,1,0,0
emma,2025-03-12,14:55,161.151.188.73,India,Mumbai,19.076,72.8777,Mobile,1,1,0
sophia,2025-08-20,13:35,102.121.24.15,USA,New York,40.7128,-74.006,Desktop,1,1,0
charlie,2025-07-09,22:53,84.255.144.255,Russia,Moscow,55.7558,37.6173,Mobile,1,1,0
david,2025-04-21,10:30,52.148.194.207,India,Bangalore,12.9716,77.5946,Mobile,1,0,0
john,2025-05-30,03:29,30.192.118.226,Russia,Moscow,55.7558,37.6173,Unknown,0,3,1
charlie,2025-10-18,18:20,125.254.123.138,USA,New York,40.7128,-74.006,Laptop,1,0,0
charlie,2025-10-25,20:36,199.111.167.215,Russia,Moscow,55.7558,37.6173,Mobile,1,1,0
emma,2025-05-18,19:38,182.172.178.21,Russia,Moscow,55.7558,37.6173,Desktop,1,0,0
oliver,2025-01-29,17:41,41.48.226.199,India,Mumbai,19.076,72.8777,Mobile,1,0,0
isabella,2025-08-20,10:51,22.1.221.5,Russia,Moscow,55.7558,37.6173,Laptop,1,0,0
bob,2025-05-13,15:51,104.88.29.147,USA,San Francisco,37.7749,-122.4194,Laptop,1,1,0
harry,2025-07-11,02:49,126.97.140.244,India,Mumbai,19.076,72.8777,Unknown,1,4,1
emma,2025-05-25,12:44,211.30.182.118,UK,London,51.5074,-0.1278,Desktop,1,0,0
bob,2025-03-06,10:52,83.21.195.48,Russia,Moscow,55.7558,37.6173,Desktop,1,0,0
alice,2025-09-14,13:19,76.60.148.55,USA,New York,40.7128,-74.006,Laptop,1,1,0
oliver,2025-05-07,21:57,207.227.47.84,India,Mumbai,19.076,72.8777,Desktop,1,1,0
oliver,2025-03-01,16:46,126.247.184.235,UK,London,51.5074,-0.1278,Mobile,1,0,0
harry,2025-09-08,18:17,159.33.202.164,China,Beijing,39.9042,116.4074,Mobile,1,1,0
oliver,2025-02-11,10:52,217.134.9.47,India,Bangalore,12.9716,77.5946,Laptop,1,1,0
charlie,2025-08-12,10:28,36.33.172.127,USA,New York,40.7128,-74.006,Mobile,1,1,0
isabella,2025-07-20,04:39,158.72.53.249,India,Bangalore,12.9716,77.5946,Unknown,1,6,1
isabella,2025-08-01,16:21,25.174.36.144,USA,San Francisco,37.7749,-122.4194,Laptop,1,0,0
emma,2025-09-23,00:19,76.139.40.190,India,Bangalore,12.9716,77.5946,Unknown,1,4,1
alice,2025-06-30,17:36,248.39.147.30,USA,San Francisco,37.7749,-122.4194,Desktop,1,0,0
isabella,2025-04-07,13:29,148.108.240.17,USA,New York,40.7128,-74.006,Desktop,1,0,0
harry,2025-07-02,15:06,93.59.108.97,India,Mumbai,19.076,72.8777,Laptop,1,1,0
harry,2025-06-24,10:41,61.49.134.131,India,Bangalore,12.9716,77.5946,Laptop,1,1,0
sophia,2025-06-11,01:20,4.15.139.200,India,Mumbai,19.076,72.8777,Unknown,1,6,1
isabella,2025-01-20,01:22,105.55.44.117,India,Mumbai,19.076,72.8777,Unknown,1,4,1
bob,2025-10-09,08:19,202.143.45.208,India,Bangalore,12.9716,77.5946,Mobile,1,1,0
oliver,2025-02-03,15:39,164.125.81.25,India,Mumbai,19.076,72.8777,Laptop,1,0,0
bob,2025-07-23,13:27,243.45.178.88,India,Mumbai,19.076,72.8777,Desktop,1,1,0
alice,2025-05-26,15:28,28.155.96.250,India,Mumbai,19.076,72.8777,Desktop,1,1,0
sophia,2025-06-13,15:51,249.239.190.11,India,Mumbai,19.076,72.8777,Mobile,1,0,0
charlie,2025-03-14,00:42,79.115.173.99,USA,New York,40.7128,-74.006,Unknown,1,3,1
david,2025-03-15,09:16,233.4.169.104,USA,New York,40.7128,-74.006,Mobile,1,0,0
david,2025-11-29,09:14,74.164.19.42,USA,New York,40.7128,-74.006,Mobile,1,1,0
john,2025-08-22,11:13,217.199.135.43,China,Beijing,39.9042,116.4074,Laptop,1,0,0
emma,2025-04-10,13:20,22.117.149.27,China,Beijing,39.9042,116.4074,Desktop,1,0,0
sophia,2025-07-31,11:43,166.154.94.200,USA,New York,40.7128,-74.006,Laptop,1,1,0
oliver,2025-06-26,09:19,211.88.68.204,India,Bangalore,12.9716,77.5946,Mobile,1,0,0
bob,2025-02-02,13:52,211.237.92.227,China,Beijing,39.9042,116.4074,Mobile,1,0,0
bob,2025-03-23,13:38,9.73.47.222,China,Beijing,39.9042,116.4074,Desktop,1,1,0
alice,2025-08-11,17:33,166.93.19.35,China,Beijing,39.9042,116.4074,Mobile,1,0,0
sophia,2025-02-10,09:47,35.8.175.11,China,Beijing,39.9042,116.4074,Mobile,1,1,0
emma,2025-09-01,04:21,138.238.1.200,USA,San Francisco,37.7749,-122.4194,Unknown,1,6,1
alice,2025-03-02,08:51,125.204.99.76,Russia,Moscow,55.7558,37.6173,Laptop,1,1,0
oliver,2025-11-09,11:32,99.115.246.97,India,Bangalore,12.9716,77.5946,Laptop,1,0,0
harry,2025-11-29,22:21,140.164.133.117,India,Mumbai,19.076,72.8777,Mobile,1,0,0
emma,2025-10-23,20:47,96.36.6.200,India,Bangalore,12.9716,77.5946,Mobile,1,0,0
bob,2025-08-12,04:04,254.162.131.153,China,Beijing,39.9042,116.4074,Unknown,0,4,1
sophia,2025-06-13,22:31,90.55.160.156,India,Bangalore,12.9716,77.5946,Mobile,1,1,0
david,2025-12-08,19:11,96.39.204.246,China,Beijing,39.9042,116.4074,Laptop,1,1,0
alice,2025-08-11,08:58,226.105.3.158,USA,New York,40.7128,-74.006,Desktop,1,0,0
david,2025-12-29,16:36,59.83.156.34,Russia,Moscow,55.7558,37.6173,Laptop,1,1,0
sophia,2025-02-01,10:08,33.217.255.37,USA,New York,40.7128,-74.006,Mobile,1,1,0
bob,2025-02-08,22:40,188.237.102.71,India,Bangalore,12.9716,77.5946,Laptop,1,0,0
charlie,2025-02-24,12:03,246.148.96.54,UK,London,51.5074,-0.1278,Desktop,1,1,0
david,2025-07-07,04:55,232.37.250.81,India,Bangalore,12.9716,77.5946,Unknown,0,4,1
alice,2025-10-28,18:04,83.7.8.2,UK,London,51.5074,-0.1278,Desktop,1,0,0
emma,2025-03-19,20:02,97.43.50.9,USA,New York,40.7128,-74.006,Laptop,1,0,0
john,2025-07-31,19:27,115.236.157.82,Russia,Moscow,55.7558,37.6173,Desktop,1,1,0
emma,2025-02-18,15:22,89.250.239.39,India,Mumbai,19.076,72.8777,Mobile,1,1,0
harry,2025-10-16,16:08,115.142.125.36,Russia,Moscow,55.7558,37.6173,Laptop,1,0,0
harry,2025-04-07,18:59,192.248.5.52,USA,New York,40.7128,-74.006,Mobile,1,1,0
isabella,2025-04-10,15:52,152.218.28.141,Russia,Moscow,55.7558,37.6173,Laptop,1,1,0
isabella,2025-11-13,08:24,190.137.54.100,China,Beijing,39.9042,116.4074,Laptop,1,1,0
oliver,2025-05-01,17:52,245.146.187.70,UK,London,51.5074,-0.1278,Desktop,1,1,0
harry,2025-03-08,19:06,16.223.218.166,China,Beijing,39.9042,116.4074,Mobile,1,0,0
harry,2025-11-19,17:15,110.239.93.18,Russia,Moscow,55.7558,37.6173,Laptop,1,1,0
emma,2025-02-20,11:28,7.124.81.19,India,Bangalore,12.9716,77.5946,Desktop,1,1,0
isabella,2025-09-03,10:09,41.35.234.149,USA,New York,40.7128,-74.006,Mobile,1,0,0
alice,2025-05-27,04:28,37.46.19.148,India,Mumbai,19.076,72.8777,Unknown,1,4,1
harry,2025-09-28,21:45,183.122.39.192,USA,New York,40.7128,-74.006,Laptop,1,1,0
sophia,2025-07-23,04:28,14.77.115.183,UK,London,51.5074,-0.1278,Unknown,0,4,1
harry,2025-05-16,09:31,63.250.23.157,UK,London,51.5074,-0.1278,Desktop,1,0,0
oliver,2025-12-03,20:46,58.60.74.199,India,Bangalore,12.9716,77.5946,Laptop,1,0,0
emma,2025-03-18,12:03,21.81.77.121,USA,San Francisco,37.7749,-122.4194,Laptop,1,1,0
isabella,2025-01-07,20:10,93.253.34.118,India,Mumbai,19.076,72.8777,Desktop,1,0,0
charlie,2025-01-19,17:06,51.56.49.158,India,Mumbai,19.076,72.8777,Mobile,1,0,0
charlie,2025-07-17,18:43,237.136.132.198,India,Mumbai,19.076,72.8777,Mobile,1,0,0
emma,2025-06-21,10:24,221.123.147.193,USA,San Francisco,37.7749,-122.4194,Desktop,1,1,0
harry,2025-11-03,19:14,11.91.18.1,China,Beijing,39.9042,116.4074,Desktop,1,0,0
isabella,2025-12-12,10:58,59.193.248.227,UK,London,51.5074,-0.1278,Mobile,1,1,0
john,2025-09-03,02:33,194.23.253.207,UK,London,51.5074,-0.1278,Unknown,0,5,1
harry,2025-03-16,03:03,145.174.53.237,India,Mumbai,19.076,72.8777,Unknown,0,4,1
sophia,2025-04-06,01:35,128.236.145.189,China,Beijing,39.9042,116.4074,Unknown,0,6,1
emma,2025-08-11,10:02,249.208.5.172,USA,New York,40.7128,-74.006,Mobile,1,1,0
emma,2025-01-10,14:46,232.170.162.75,Russia,Moscow,55.7558,37.6173,Mobile,1,1,0
david,2025-03-21,04:56,173.174.186.10,Russia,Moscow,55.7558,37.6173,Unknown,1,5,1
oliver,2025-02-26,11:49,229.10.113.8,Russia,Moscow,55.7558,37.6173,Mobile,1,0,0
john,2025-03-06,04:25,219.215.173.163,UK,London,51.5074,-0.1278,Unknown,0,4,1
harry,2025-01-09,20:02,179.242.228.212,UK,London,51.5074,-0.1278,Desktop,1,1,0
david,2025-06-10,18:52,221.236.161.137,India,Bangalore,12.9716,77.5946,Laptop,1,0,0
harry,2025-06-19,11:33,136.199.19.76,USA,San Francisco,37.7749,-122.4194,Desktop,1,0,0
john,2025-12-22,20:28,48.110.119.27,USA,New York,40.7128,-74.006,Laptop,1,0,0
david,2025-01-26,12:30,92.201.119.246,Russia,Moscow,55.7558,37.6173,Laptop,1,0,0
john,2025-01-18,16:14,125.227.133.163,Russia,Moscow,55.7558,37.6173,Desktop,1,1,0
emma,2025-02-24,22:47,60.29.251.86,USA,San Francisco,37.7749,-122.4194,Mobile,1,1,0
david,2025-11-18,09:51,157.8.185.51,China,Beijing,39.9042,116.4074,Desktop,1,0,0
oliver,2025-03-04,16:30,17.207.226.33,UK,London,51.5074,-0.1278,Mobile,1,0,0
isabella,2025-03-11,17:46,61.213.236.244,Russia,Moscow,55.7558,37.6173,Desktop,1,0,0
john,2025-05-14,11:47,202.112.181.49,India,Mumbai,19.076,72.8777,Mobile,1,0,0
isabella,2025-08-16,15:54,213.130.118.182,USA,New York,40.7128,-74.006,Laptop,1,1,0
david,2025-06-10,16:09,176.168.231.171,UK,London,51.5074,-0.1278,Mobile,1,0,0
bob,2025-07-26,04:19,237.236.124.252,UK,London,51.5074,-0.1278,Unknown,1,5,1
isabella,2025-05-07,20:50,58.247.143.166,India,Mumbai,19.076,72.8777,Desktop,1,1,0
charlie,2025-02-11,03:13,152.146.122.174,USA,San Francisco,37.7749,-122.4194,Unknown,1,6,1
isabella,2025-05-08,01:29,116.253.246.140,India,Mumbai,19.076,72.8777,Unknown,0,5,1
john,2025-03-09,11:35,67.114.83.177,China,Beijing,39.9042,116.4074,Mobile,1,1,0
charlie,2025-05-05,16:18,234.220.83.143,UK,London,51.5074,-0.1278,Mobile,1,1,0
emma,2025-03-02,04:30,50.4.200.93,Russia,Moscow,55.7558,37.6173,Unknown,0,3,1
emma,2025-03-23,04:39,255.48.100.182,UK,London,51.5074,-0.1278,Unknown,0,6,1
